검색조건
대출기간,2024-01-01 ~ 2024-10-29
성별,전체
연령,전체
지역,전체
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-10-30
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"378","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","5","9788960867093","67400","408","9,849",
"379","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","3","9788950983703","74810","813.7","9,843",
"380","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","3","9791191583052","74810","813.7","9,842",
"381","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","45","9788950980801","77720","711.4","9,833",
"382","(EBS 다큐프라임) 자본주의 ","EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음","가나문화콘텐츠","2013","","9788957365793","03320","322.01","9,831",
"383","바깥은 여름 :김애란 소설 ","지은이: 김애란","문학동네","2017","","9788954646079","03810","813.7","9,829",
"384","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","15","9788950971502","74800","219","9,826",
"385","프로젝트 헤일메리 ","앤디 위어 지음 ;강동혁 옮김","RHK(알에이치코리아)","2021","","9788925588735","04840","843.6","9,815",
"385","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","10","9788950971458","74800","219","9,815",
"385","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","61","9791171172825","77720","711.4","9,815",
"388","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","24","9788950900236","74900","980.2","9,804",
"389","내 멋대로 초능력 뽑기 ","최은옥 글 ;김무연 그림","김영사","2022","","9788934944263","73810","813.7","9,802",
"390","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","12","9788950905682","74810","813.7","9,794",
"391","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","8","9791196893194","77900","909","9,782",
"392","금단의 마술","히가시노 게이고 (지은이), 김난주 (옮긴이)","재인","2024","","9791192483207","","","9,780",
"393","당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게 ","정희원 지음","길벗","2023","","9791140702589","03510","511.1687","9,769",
"394","달콤 짭짤 코파츄 :다영 과학동화","지은이: 다영 ;그린이: 밤코","창비","2023","1","9788936448424","73400","400","9,765",
"395","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","26","9788950941901","74900","980.2","9,761",
"396","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","8","9788950993566","74810","813.7","9,757",
"397","(내 멋대로) 친구 뽑기 ","최은옥 글 ;김무연 그림","김영사","2016","","9788934993483","73810","813.7","9,746",
"398","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","1","9791164135226","77890","219","9,744",
"399","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","9","9788950971441","74800","219","9,740",
"400","꿀벌의 예언 :베르나르 베르베르 장편소설 ","지은이: 베르나르 베르베르 ;옮긴이: 전미연","열린책들","2023","1","9788932923413","04860","863","9,736",
"400","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","13","9788950968502","74400","511","9,736",
"400","망원동 브라더스 :김호연 장편소설 ","지은이: 김호연","나무옆의자","2013","","9788997962129","03810","813.7","9,736",
"403","해님 달님 떡집 ","김리리 글 ;김이랑 그림","비룡소","2023","","9788949162546","74800","813.7","9,735",
"404","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","5","9791191496130","77820","823.5","9,722",
"405","흔한남매","원작: 흔한남매 ;그림: 유난희","미래엔","2019","16","9791168418011","77810","810","9,719",
"406","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","9","9791191496017","77900","909","9,705",
"407","기분이 태도가 되지 말자 :감정조절이 필요한 당신을 위한 책 ","김수현 지음","H(하이스트 출판사)","2022","","9791197647666","","818","9,704",
"408","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","5","9788950983727","74810","813.7","9,694",
"409","아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙 ","버지니아 사티어 지음 ;강유리 옮김","콘텐츠그룹 포레스트","2023","","9791193506202","03590","598.1","9,684",
"410","여행의 이유 :김영하 산문 ","지은이: 김영하","문학동네","2019","","9788954655972","03810","816.62","9,681",
"411","(읽으면서 바로 써먹는) 어린이 세계사 퀴즈","글·그림 : 한날","파란정원","2023","1","9791158682637","73030","909","9,677",
"412","H마트에서 울다 ","미셸 자우너 지음 ;정혜윤 옮김","문학동네","2022","","9788954683371","03840","848","9,668",
"413","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","11","9788950900175","74810","813.7","9,661",
"414","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","1","9788960869646","67400","408","9,660",
"415","내 멋대로 반려동물 뽑기 ","최은옥 글 ;김무연 그림","김영사","2020","","9788934991991","73810","813.7","9,645",
"415","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","6","9788950979317","74900","980.2","9,645",
"417","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","10","9788950993580","74810","813.7","9,644",
"418","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","9","9788950982188","74900","980.2","9,635",
"418","파친코 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 신승미","인플루엔셜","2022","2","9791168340541","04840","843.6","9,635",
"420","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","26","9788950971618","74800","219","9,617",
"421","10대를 위한 총균쇠 수업 :gun, germs, and steel ","김정진 지음","넥스트씨","2023","","9791198026811","43900","389","9,610",
"422","역행자 :확장판 ","자청 지음","웅진씽크빅","2023","","9788901272580","03320","325.211","9,609",
"423","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","10","9791191496055","77900","909","9,607",
"424","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화","원작: 에그박사 ;그림: 홍종현","Mirae N 아이세움","2021","1","9791164137800","77490","472","9,599",
"425","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","16","9791198179999","77900","909","9,586",
"426","7년의 밤 :정유정 장편소설 ","지은이: 정유정","은행나무","2011","","9788956604992","03810","813.7","9,584",
"426","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","14","9791191496697","77820","823.5","9,584",
"428","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","2","9788950991456","74400","472","9,580",
"429","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","12","9788950985554","74900","980.2","9,575",
"430","고민을 들어줘 닥터 별냥","이지음 글 ;문채빈 그림","꿈터","2023","1","9791167390943","74810","813.7","9,574",
"431","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","2","9791164139651","77830","830","9,573",
"432","거인의 노트 :인생에서 무엇을 보고 어떻게 기록할 것인가 ","김익한 지음","다산북스","2023","","9791130697529","03190","325.211","9,570",
"433","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","8","9788950981150","74900","980.2","9,563",
"434","장수탕 선녀님 ","지은이: 백희나","책읽는곰","2012","","9788993242706","77810","813.7","9,561",
"435","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","9","9788950993573","74810","813.7","9,559",
"436","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","6","9791164062072","74830","833.6","9,555",
"437","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","2","9791164135851","77890","219","9,553",
"438","모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학 ","손웅정 지음","수오서재","2021","","9791190382502","03810","695.404","9,551",
"439","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","16","9788950971519","74800","219","9,547",
"440","지구에서 한아뿐 :정세랑 장편소설 ","지은이: 정세랑","난다","2019","","9791188862290","03810","813.7","9,541",
"441","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","28","9791193031452","74910","911","9,537",
"442","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","31","9788950941567","74800","219","9,533",
"443","트러스트 :에르난 디아스 장편소설 ","지은이: 에르난 디아스 ;옮긴이: 강동혁","문학동네","2023","","9788954691673","03840","843.6","9,528",
"444","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","25","9788950903473","74900","980.2","9,525",
"445","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","30","9791171171941","74900","980.2","9,523",
"446","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","27","9788950971625","74800","219","9,516",
"447","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","1","9791197578410","74900","001","9,509",
"448","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","15","9788950989064","74900","980.2","9,502",
"449","엄마 자판기 ","글·그림: 조경희","노란돼지","2019","","9791159950681","77810","813.7","9,495",
"450","어느 날, 내 죽음에 네가 들어왔다 ","세이카 료겐 지음 ;김윤경 옮김","바이포엠 스튜디오","2022","","9791191043723","03830","833.6","9,492",
"451","(읽으면서 바로 써먹는) 어린이 맞춤법 ","글·그림: 한날","파란정원","2019","","9791158681647","73710","711","9,486",
"452","고요한 우연 :김수빈 장편소설 ","글쓴이: 김수빈","문학동네","2023","","9788954691154","03810","813.7","9,471",
"453","팥빙수의 전설 :이지은 그림책 ","글·그림: 이지은","웅진씽크빅","2019","","9788901232232","74800","813.7","9,464",
"454","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","29","9788950971649","74800","219","9,455",
"455","칵테일, 러브, 좀비 ","지은이: 조예은","안전가옥","2020","","9791190174756","03810","813.7","9,452",
"456","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","15","9791191496888","77900","909","9,447",
"457","내면소통 =삶의 변화를 가져오는 마음근력 훈련/Inner communication","김주환 지음","인플루엔셜","2023","","9791168340855","03400","189.1","9,443",
"458","오리 부리 이야기 ","황선애 글 ;간장 그림","비룡소","2022","","9788949162386","74800","813.7","9,436",
"458","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","7","9788950993559","74810","813.7","9,436",
"458","숲속 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2021","","9788966351411","74830","833.6","9,436",
"461","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","14","9788950987756","74900","980.2","9,435",
"462","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","5","9791193031278","77890","219","9,427",
"463","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","18","9788950993511","74900","980.2","9,411",
"464","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","1","9791189938352","74900","594","9,410",
"465","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","13","9791191496000","77900","909","9,392",
"466","내 멋대로 선생님 뽑기 ","최은옥 글 ;김무연 그림","김영사","2022","","9788934974369","73810","813.7","9,391",
"467","훌훌 :문경민 장편소설 ","지은이: 문경민","문학동네","2022","","9788954685030","03810","813.7","9,389",
"468","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","11","9791191496147","77900","909","9,384",
"469","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","14","9791168090774","74510","510","9,375",
"470","(읽으면서 바로 써먹는) 어린이 속담 ","글·그림: 한날","파란정원","2017","","9791158681258","73710","388","9,372",
"471","알사탕 제조법 :백희나 그림책 ","백희나","스토리보울","2024","","9791198610607","","813.7","9,368",
"472","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","14","9788950971496","74800","219","9,365",
"473","바삭바삭 갈매기 ","전민걸 글·그림","한림출판사","2014","","9788970947273","77810","813.7","9,345",
"474","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","22","9788950997519","74900","980.2","9,335",
"475","끝말잇기 ","김영진 글·그림","길벗어린이","2023","","9788955827255","74810","813.7","9,324",
"476","놓지 마 과학! 7 - 정신이 모험에 정신 놓다","신태훈|나승훈","위즈덤하우스","2018","7","9791162205624","67400","400","9,322",
"477","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","10","9791168415744","77890","219","9,313",
"478","책 먹는 여우의 여름 이야기 ","프란치스카 비어만 글·그림 ;송순섭 옮김","김영사","2022","","9788934951056","73850","853","9,296",
"479","내게 무해한 사람 :최은영 소설 ","지은이: 최은영","문학동네","2018","","9788954651820","03810","813.7","9,295",
"480","에그박사와 공룡 에그 ","원작: 에그박사 ;그림: 도니패밀리","미래엔","2023","","9791168416611","77490","457","9,293",
"481","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","8","9791162207031","67400","408","9,292",
"481","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","7","9791168411333","77890","219","9,292",
"483","다정한 것이 살아남는다 ","지은이: 브라이언 헤어,옮긴이: 이민아","디플롯","2021","","9791197413025","03400","182.4","9,285",
"484","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","6","9791162202425","67400","408","9,274",
"484","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","6","9791191496154","77820","823.5","9,274",
"486","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈드림","2019","2","9791189001278","77900","909","9,273",
"487","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","7","9791164062270","74830","833.6","9,270",
"488","1%를 읽는 힘 :세상의 정보를 연결해서 기회를 포작하는 생각 혁신 ","메르 지음","토네이도미디어그룹","2023","","9791158512767","03320","327.8","9,268",
"489","알사탕 ","백희나","책읽는곰","2017","","9791158360375","77810","813.7","9,266",
"490","책들의 부엌 :김지혜 장편소설 ","지은이: 김지혜","팩토리나인","2022","","9791165345204","03810","813.7","9,263",
"491","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","5","9791164138920","77890","219","9,258",
"492","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","4","9791164137893","77890","219","9,246",
"493","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","36","9788950941611","74800","219","9,242",
"494","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","19","9788950971540","74800","219","9,237",
"495","더 마인드 =무의식이 이끄는 부의 해답 /The mind ","하와이 대저택 지음","웅진씽크빅","2023","","9788901276571","03190","325.211","9,230",
"496","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","20","9788950971557","74800","219","9,229",
"496","생각이 너무 많은 어른들을 위한 심리학 :후회 없는 삶을 살고 싶은 당신에게 해 주고 싶은 말들 ","김혜남 지음","메이븐","2023","","9791190538602","03180","186.5","9,229",
"498","(읽으면서 바로 써먹는) 어린이 세계사 퀴즈","글·그림 : 한날","파란정원","2023","2","9791158682712","73030","909","9,223",
"498","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","14","9791191496703","77900","909","9,223",
"500","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","10","9788950983161","74400","511","9,215",
"501","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","13","9791164064281","74830","833.6","9,211",
"502","내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong ","비욘 나티코 린데블라드 지음 ;박미경 옮김","다산북스","2022","","9791130689890","03100","220.4","9,206",
"503","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","13","9791191496680","77820","823.5","9,199",
"504","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","3","9791190305891","74900","594","9,197",
"505","호박 목욕탕 ","글·그림: 시바타 케이코 ;옮김: 황진희","위즈덤하우스","2023","","9791192655468","77830","833.6","9,195",
"506","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","12","9791191496673","77820","823.5","9,192",
"507","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","5","9791171171262","74400","472","9,190",
"508","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","6","9791164139927","77890","219","9,172",
"509","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","3","9791168410886","77830","830","9,164",
"510","잘못된 장소 잘못된 시간 ","질리언 매캘리스터 지음 ;이경 옮김","시옷북스","2023","","9791192579818","03840","843.6","9,158",
"511","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화","원작: 에그박사 ;그림: 홍종현","Mirae N 아이세움","2021","2","9791168411784","77490","472","9,156",
"512","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","17","9788950971526","74800","219","9,141",
"513","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","12","9791164063956","74830","833.6","9,140",
"513","풍수전쟁 :김진명 장편소설 ","지은이: 김진명","이타(이타북스)","2023","","9791167763846","03810","813.62","9,140",
"515","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","10","9791164063581","74830","833.6","9,137",
"516","이기적 유전자 ","리처드 도킨스 지음 ;이상임 옮김","을유문화사","2018","","9788932473901","03470","491.51","9,132",
"517","정재승의 인류 탐험 보고서","글: 차유진,그림: 김현민","아울북(북이십일 아울북)","2021","1","9788950996505","74400","471","9,131",
"518","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","18","9788950971533","74800","219","9,120",
"519","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","3","9788950983093","74400","511","9,119",
"520","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","4","9788950957391","74400","472","9,107",
"520","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","4","9791168121775","74810","813.7","9,107",
"522","지구 레스토랑 :조영글 그림책 ","지은이: 조영글","M창비(미디어창비)","2023","","9791193022078","77810","813.7","9,100",
"523","5번 레인 ","은소홀 글 ;노인경 그림","문학동네","2020","","9788954674638","73810","813.7","9,097",
"523","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","11","9791164063734","74830","833.6","9,097",
"525","흐르는 강물처럼","셸리 리드 (지은이), 김보람 (옮긴이)","다산책방","2024","","9791130649672","","","9,086",
"526","바다 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2014","","9788966350278","74830","833.6","9,073",
"527","저주토끼 (리커버)","정보라 (지은이)","아작","2022","","9791166686665","","","9,070",
"528","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","9","9791162203149","67400","408","9,061",
"529","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","8","9791168412712","77890","219","9,045",
"530","우다다 꽁냥파크","권혁진 글 ;심보영 그림","비룡소","2023","2","9788949168098","74800","813.7","9,039",
"531","마지막 마음이 들리는 공중전화 :이수연 장편소설 ","지은이: 이수연","클레이하우스","2024","","9791193235119","03810","813.7","9,036",
"532","(읽으면서 바로 써먹는) 어린이 고사성어 ","글·그림: 한날","파란정원","2018","","9791158681531","73710","714","9,033",
"533","우리들의 MBTI 3 : 가족 관계 (한정판 윈터 에디션) - 나의 성격을 이해하고 더 멋진 내가 되는","조수연 (지은이), 소윤 (그림)","다산어린이","2022","3","9791130631325","","","9,001",
"534","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","3","9791164136667","77890","219","8,995",
"535","(처음부터 시작하는) 주식투자 단타전략 =Stock investment ","홍인기 지음","길벗","2023","","9791140707492","03320","327.856","8,993",
"536","(시원하게 도와주는) 북극곰 센터 ","황지영 글 ;박소연 그림","인플루엔셜","2024","","9791168341623","74810","813.7","8,984",
"536","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","4","9791192504278","77810","031","8,984",
"538","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","11","9791191496666","77820","823.5","8,975",
"539","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","13","9791168090767","74510","510","8,963",
"540","세금 내는 아이들 ","옥효진 글 ;김미연 그림","한경BP","2021","","9788947547260","73320","327","8,962",
"541","랑랑 형제 떡집 ","김리리 글 ;김이랑 그림","비룡소","2022","","9788949162485","74800","813.7","8,948",
"542","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","3","9788950937454","74400","472","8,946",
"543","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","10","9791191496659","77820","823.5","8,921",
"544","내 멋대로 나 뽑기 ","최은옥 글 ;김무연 그림","김영사","2018","","9788934993865","73810","813.7","8,920",
"544","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","9","9791168411937","77890","219","8,920",
"546","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","9","9791164062898","74830","833.6","8,917",
"547","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","9","9791191496635","77820","823.5","8,910",
"548","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","8","9791191496598","77820","823.5","8,904",
"549","공정하다는 착각 :능력주의는 모두에게 같은 기회를 제공하는가 ","마이클 샌델 지음 ;함규진 옮김","미래엔","2020","","9791164136452","03300","332.6","8,884",
"550","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","4","9791190630016","74900","594","8,881",
"551","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","11","9791168090743","74510","510","8,878",
"552","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","19","9791193031223","77900","909","8,875",
"553","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","2","9788960869929","67400","408","8,861",
"554","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","2","9791190182522","74900","594","8,860",
"555","(읽으면서 바로 써먹는) 어린이 신체 관용구 ","글·그림: 한날","파란정원","2021","","9791158681999","73710","714","8,845",
"556","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","7","9791191496185","77820","823.5","8,838",
"557","내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라 ","박용우 지음","루미너스","2024","","9791198553317","03510","517.52","8,833",
"558","아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전 ","발타자르 그라시안 지음 ;강정선 옮김","Page2(페이지2북스)","2023","","9791169850179","03100","199.1","8,832",
"559","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","12","9791191496161","77900","909","8,816",
"560","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","20","9791164067183","73830","833.6","8,807",
"561","내 멋대로 아빠 뽑기 ","최은옥 글 ;김무연 그림","김영사","2017","","9788934993711","73810","813.7","8,780",
"562","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","5","9791168123250","74810","813.7","8,774",
"563","우리들의 MBTI 2 : 친구 관계 - 나의 성격을 이해하고 더 멋진 내가 되는","조수연 (지은이), 소윤 (그림)","다산어린이","2022","2","9791130623429","","","8,773",
"564","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","5","9791190786805","74900","594","8,765",
"565","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","8","9791164062287","74830","833.6","8,762",
"566","국어 잘하는 아이가 이깁니다 :'갓민애' 교수의 초등 국어 달인 만들기 ","나민애 지음","김영사","2024","","9788934965404","13590","375.471","8,757",
"567","여기는 커스터드, 특별한 도시락을 팝니다 ","가토 겐 지음 ;양지윤 옮김","필름(필름 출판사)","2022","","9791192403076","03830","833.6","8,749",
"568","어린 왕자","생텍쥐페리 지음;김숙 그림","가나출판사","2003","2","9788957361955","74860","863","8,739",
"569","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","15","9791168090781","74510","510","8,737",
"570","이토록 공부가 재미있어지는 순간 :공부에 지친 청소년들을 위한 힐링 에세이 ","박성혁 지음","다산북스","2015","","9791130604626","13370","373","8,728",
"571","둥실이네 떡집 ","김리리 글 ;김이랑 그림","비룡소","2022","","9788949162188","74800","813.7","8,703",
"572","우리들의 MBTI 4 : 학습 유형 - 나의 성격을 이해하고 더 멋진 내가 되는","조수연","다산어린이","2023","4","9791130699318","","","8,694",
"573","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","3","9788960863163","67400","408","8,690",
"574","블랙 쇼맨과 운명의 바퀴 ","지은이: 히가시노 게이고 ;옮긴이: 최고은","RHK(알에이치코리아)","2024","","9788925575360","03830","833.6","8,681",
"575","오백 년째 열다섯 :김혜정 장편소설","글: 김혜정 ;일러스트: 조현아","위즈덤하우스","2023","2","9791168125803","43810","813.7","8,662",
