검색조건
대출기간,2024-01-01 ~ 2024-10-29
성별,전체
연령,전체
지역,전체
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-10-30
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"576","시간을 파는 상점 :김선영 장편소설 ","지은이: 김선영","자음과모음","2012","","9788954427173","43810","813.7","8,649",
"577","(읽으면서 바로 써먹는) 어린이 수수께끼 ","글·그림: 한날","파란정원","2020","","9791158681746","73710","388","8,636",
"578","회색 인간 ","지은이: 김동식","요다","2017","","9791196222628","04810","813.7","8,621",
"579","사랑인 줄 알았는데 부정맥 ","지은이: 전국유료실버타운협회,옮긴이: 이지수","콘텐츠그룹 포레스트","2024","","9791193506073","03830","831.6","8,612",
"580","나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다 :평생 월 500만 원씩 버는 30일 기적의 배당 파이브라인 공략집 ","송민섭 지음","21세기북스(북이십일 21세기북스)","2023","","9791171171989","03320","327.856","8,591",
"581","너무나 많은 여름이 ","김연수 지음","레제","2023","","9791196722012","03810","813.7","8,583",
"582","왔구마 :고구마구마","글: 조주희,권고은","킨더랜드","2023","1","9791192759395","74810","813.7","8,568",
"583","친구의 전설 :이지은 그림책 ","글·그림: 이지은","웅진씽크빅","2021","","9788901251226","74800","813.7","8,562",
"584","찌그러져도 동그라미입니다 :김창완 에세이 ","지은이: 김창완","웅진씽크빅","2024","","9788901280684","03810","818","8,561",
"585","만복이네 떡집 ","김리리 글 ;이승현 그림","비룡소","2010","354","9788949161341","74800","813.7","8,557",
"586","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","12","9791168090750","74510","510","8,551",
"587","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","1","9791130698137","74810","813.7","8,534",
"588","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","18","9791171173310","74810","813.7","8,512",
"589","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","15","9791191496727","77820","823.5","8,507",
"590","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","9","9788950983154","74400","511","8,489",
"591","코스모스 :특별판 ","칼 세이건 지음 ;홍승수 옮김","사이언스북스","2006","","9788983711892","03400","443.1","8,484",
"592","건전지 아빠 :전승배·강인숙 그림책 ","지은이: 전승배,강인숙","창비","2021","","9788936455668","77810","813.7","8,465",
"593","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","4","9788950983109","74400","511","8,460",
"594","리보와 앤 :아무도 오지 않는 도서관의 두 로봇 ","어윤정 글 ;해마 그림","문학동네","2023","","9788954690690","73810","813.7","8,449",
"595","에그박사 :Egg&bugs","원작: 에그박사 ;그림: 홍종현","미래엔","2020","12","9791168417984","77490","472","8,447",
"596","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","3","9791168417786","77400","400","8,446",
"597","거짓말이 뿡뿡, 고무장갑! :유설화 그림책 ","유설화","책읽는곰","2023","","9791158364021","77810","813.7","8,445",
"598","양순이네 떡집","김리리 (지은이), 김이랑 (그림)","비룡소","2021","","9788949162102","","","8,434",
"598","나는 소망한다 내게 금지된 것을 :양귀자 장편소설 ","지은이: 양귀자","쓰다","2019","","9788998441074","03810","813.62","8,434",
"600","내 멋대로 동생 뽑기","최은옥 (지은이), 김무연 (그림)","주니어김영사","2019","","9788934994947","73810","813.8","8,428",
"601","하늘 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2017","","9788966350759","74830","833.6","8,420",
"602","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","6","9791168090200","74510","510","8,419",
"603","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","3","9788957361993","74510","510","8,408",
"604","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","1","9788934942641","77700","711","8,394",
"605","대도시의 사랑법 :박상영 연작소설 ","지은이: 박상영","창비","2019","","9788936437978","03810","813.7","8,389",
"606","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","3","9791189001322","77900","909","8,388",
"607","꽁꽁꽁 아이스크림 :윤정주 그림책 ","윤정주","책읽는곰","2022","","9791158363499","77810","813.7","8,379",
"608","내가 한 말을 내가 오해하지 않기로 함 ","지은이: 문상훈","위너스북","2024","","9791189352745","03810","818","8,377",
"609","에그박사의 닮은꼴 사파리 :전격비교관찰 생물도감 ","에그박사 지음 ;유남영 그림","다락원","2020","","9788927747581","73490","491","8,373",
"610","튤립 호텔 :김지안 그림책 ","지은이: 김지안","창비","2022","","9788936455842","77810","813.7","8,372",
"611","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","6","9791190908948","74900","594","8,371",
"612","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","7","9791197578472","74900","001","8,368",
"613","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","2","9791197578427","74900","001","8,367",
"614","(읽으면서 바로 써먹는) 어린이 관용구 ","글·그림: 한날","파란정원","2018","","9791158681487","73710","714","8,365",
"615","벌거벗은 세계사","글: 이현희,최호정","아울북(북이십일 아울북)","2022","1","9788950900830","74900","909","8,357",
"616","완전 배출 :채소·과일·무첨가 주스는 어떻게 비만과 질병을 몰아내는가 ","조승우 지음","사이몬북스","2023","","9791187330295","13510","517.548","8,355",
"617","달콩이네 떡집 ","김리리 글 ;김이랑 그림","비룡소","2021","","9788949162126","74800","813.7","8,346",
"618","책 먹는 여우의 겨울 이야기 ","프란치스카 비어만 글·그림 ;송순섭 옮김","김영사","2020","","9788934991342","73850","853","8,345",
"619","분실물이 돌아왔습니다 :김혜정 장편소설 ","지은이: 김혜정","밀리의서재","2024","","9791169083812","03810","813.7","8,326",
"620","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","4","9788957362020","74510","510","8,320",
"621","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","8","9788950983147","74400","511","8,312",
"621","에그박사의 이건 누구 똥?!","원작: 에그박사 ;그림: 김덕영","Mirae N 아이세움","2022","1","9791168412705","77490","491","8,312",
"623","긴긴밤 ","루리 글·그림","문학동네","2021","83","9788954677158","73810","813.7","8,311",
"624","어느 날, 노비가 되었다","글: 지은지,그림: 유영근","지학사","2022","1","9791162041314","74810","813.7","8,298",
"625","녹나무의 파수꾼 =The camphorwood custodian ","저자: 히가시노 게이고 ;옮긴이: 양윤옥","소미미디어","2020","","9791165075064","03830","833.6","8,286",
"626","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","4","9791168412644","77830","830","8,282",
"627","(읽으면서 바로 써먹는) 어린이 한국사 퀴즈","글·그림: 한날","파란정원","2021","1","9791158682248","73030","911","8,277",
"628","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화","원작: 에그박사 ;그림: 홍종현","Mirae N 아이세움","2021","3","9791168414068","77490","472","8,242",
"629","후덜덜 식당 ","글: 강효미 ;그림: 유영근","지학사","2023","2","9791162041567","74810","813.7","8,231",
"629","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","8","9791193487006","74900","001","8,231",
"631","틀려도 괜찮아","마키타 신지 글;유문조 옮김","토토북","2006","","9788990611260","77830","833.6","8,216",
"632","미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ","기시미 이치로,전경아 옮김","인플루엔셜","2014","","9788996991342","13180","189.2","8,215",
"633","(엉뚱한 기자) 김방구 :목에 사는 두꺼비 ","주봄 글 ;한승무 그림","비룡소","2022","","9788949168029","74800","813.7","8,213",
"634","하트방구 :윤식이 그림책 ","윤식이 지음","소원나무","2023","","9791193207178","74810","813.7","8,208",
"635","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","10","9791168090248","74510","510","8,204",
"636","나는 정말 어디에 있는 걸까 ","요시타케 신스케 글·그림 ;권남희 옮김","주니어김영사","2023","","9788934940821","77830","833.6","8,201",
"637","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","2","9791171171026","74400","420","8,189",
"638","쌀알 돌알 :벼레 그림책 ","글·그림: 벼레","사계절(사계절출판사)","2023","","9791169811576","77810","813.7","8,168",
"639","내가 생각한 인생이 아니야 ","지은이: 류시화","수오서재","2023","","9791193238172","03810","814.62","8,156",
"640","선량한 차별주의자 ","김지혜 지음","창비","2019","","9788936477196","03300","334","8,155",
"641","이토록 평범한 미래 :김연수 소설 ","지은이: 김연수","문학동네","2022","","9788954680004","03810","813.62","8,146",
"642","두근두근 편의점 :김영진 그림책 ","지은이: 김영진","책읽는곰","2022","","9791158363178","77810","813.7","8,141",
"643","사자마트 ","김유 글 ;소복이 그림","천개의바람","2023","","9791165734091","77810","813.7","8,135",
"644","하쿠다 사진관 :허태연 장편소설 ","지은이: 허태연","다산북스","2022","","9791130692258","03810","813.7","8,131",
"645","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","50","9791164135790","77400","400","8,117",
"646","(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ","글: 백종원,그림: 이정태","위즈덤하우스 미디어그룹","2019","7","9791191425758","74900","594","8,112",
"647","이어령의 마지막 수업 ","김지수 지음","열림원","2021","","9791170400523","03100","199.1","8,101",
"648","무례한 친구가 생겼어요 :건강한 우정을 위한 경계를 설정하는 방법 ","크리스티나 퍼니발 글 ;이은경 옮김","포레스트","2024","","9791193506332","77840","189","8,099",
"649","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","3","9788957073483","74810","813.7","8,091",
"650","슈퍼 거북 ","유설화 글·그림","책읽는곰","2014","","9788993242980","77810","813.7","8,063",
"651","꽁꽁꽁 좀비 ","윤정주 글·그림","책읽는곰","2021","","9791158362478","77810","813.7","8,056",
"652","별이 빛나는 고양이 마을 - 고양이와 스프","히요 (지은이), 고양이와 스프 (원작), 루체 (그림)","다산어린이","2023","","9791130646046","","","8,053",
"653","역사의 쓸모 :자유롭고 떳떳한 삶을 위한 22가지 통찰 ","최태성 지음","다산북스","2019","","9791130621968","03900","904","8,043",
"654","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","5","9788950983116","74400","511","8,041",
"654","파과 :구병모 장편소설 ","지은이: 구병모","위즈덤하우스 미디어그룹","2018","","9791162203620","03810","813.7","8,041",
"656","살인자의 기억법 :김영하 장편소설 ","지은이: 김영하","문학동네","2013","","9788954622035","03810","813.62","8,033",
"657","브레드이발소 =Bread barbershop","원작·그림: 몬스터스튜디오","한솔수북","2020","2","9791170287148","77810","813.7","8,020",
"658","왔구마 :고구마구마","글: 조주희,권고은","킨더랜드","2023","2","9791192759951","74810","813.7","8,014",
"659","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","1","9788934990987","77700","714","8,007",
"660","철도원 삼대 :황석영 장편소설 ","지은이: 황석영","창비","2020","","9788936434434","03810","813.62","7,994",
"661","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","1","9791164138005","77810","810","7,982",
"662","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","2","9791164139910","77810","810","7,972",
"663","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","5","9788957362037","74510","510","7,957",
"664","당근 할머니 :안녕달 그림책 ","지은이: 안녕달","창비","2024","","9788936429232","77810","813.7","7,948",
"665","(읽으면서 바로 써먹는) 어린이 퀴즈 ","글·그림: 한날","파란정원","2019","","9791158681609","73030","031","7,946",
"666","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","7","9788950983130","74400","511","7,942",
"667","정재승의 인류 탐험 보고서","글: 차유진,그림: 김현민","아울북(북이십일 아울북)","2021","2","9788950996512","74400","471","7,926",
"668","(읽으면서 바로 써먹는) 어린이 사자성어 ","글·그림: 한날","파란정원","2021","","9791158681944","73710","714","7,925",
"669","사랑을 무게로 안 느끼게 :박완서 에세이 ","지은이: 박완서","세계사(세계사컨텐츠그룹)","2024","","9788933872352","03810","814.62","7,916",
"670","이상한 엄마 ","백희나","책읽는곰","2016","","9791158360214","77810","813.7","7,909",
"671","스즈메의 문단속 ","신카이 마코토 지음 ;민경욱 옮김","대원씨아이","2023","","9791169791977","03830","833.6","7,905",
"672","소원 떡집 ","김리리 글 ;이승현 그림","비룡소","2020","","9788949162058","74800","813.7","7,890",
"672","감기 걸린 물고기 :박정섭 그림책 ","글·그림: 박정섭","사계절","2016","","9788958284482","77810","813.7","7,890",
"674","(건강과 다이어트를 동시에 잡는) 채소·과일식 :단순하면서 자연스러운 가장 효과적인 식단 ","글: 조승우","바이북스","2022","","9791158773120","03510","517.548","7,889",
"675","(읽으면서 바로 써먹는) 어린이 한국사 퀴즈","글·그림: 한날","파란정원","2021","2","9791158682309","73030","911","7,887",
"675","아빠 자판기 :아빠, 사랑, 딸, 놀이 ","글·그림: 조경희","노란돼지","2021","","9791159952050","77810","813.7","7,887",
"677","고민을 들어줘 닥터 별냥","이지음 글 ;문채빈 그림","꿈터","2023","2","9791167390974","74810","813.7","7,883",
"678","붉은 궁 ","지은이: 허주은 ;옮긴이: 유혜인","시공사","2023","","9791171251360","43840","843.6","7,880",
"679","돈은 좋지만 재테크는 겁나는 너에게 ","뿅글이 지음","첨단","2023","","9788960306134","03320","327.04","7,877",
"680","사과는 이렇게 하는 거야 ","데이비드 라로셀 글 ;이다랑 옮김","제이포럼","2023","","9791197525377","73840","189","7,867",
"681","온 더 볼 =On the ball","성완 글 ;돌만 그림","다산북스","2023","2","9791130698427","74810","813.7","7,866",
"682","방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술 ","조원재 지음","백도씨","2018","","9788968331862","03600","650.4","7,865",
"683","내 멋대로 행운 뽑기 ","최은옥 글 ;김무연 그림","김영사","2021","","9788934984917","73810","813.7","7,862",
"684","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","37","9788950941628","74800","219","7,852",
"685","너는 다시 외로워질 것이다 :공지영 산문 ","지은이: 공지영","해냄(해냄출판사)","2023","","9791167140753","03810","814.62","7,845",
"686","지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ","지은이: 팀 마샬 ;옮긴이: 김미선","사이","2016","","9788993178692","03300","340.98","7,828",
"687","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","5","9791168414938","77830","830","7,824",
"688","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","9","9791168090231","74510","510","7,818",
"689","아주 무서운 날 ","탕무니우 글·그림 ;홍연숙 옮김","찰리북","2014","","9788994368269","77820","823.7","7,795",
"690","오늘 밤, 세계에서 이 눈물이 사라진다 해도 ","이치조 미사키 지음 ;김윤경 옮김","바이포엠 스튜디오","2022","","9791191043976","03830","833.6","7,791",
"691","(엉뚱한 기자) 김방구","주봄 글 ;한승무 그림","비룡소","2023","2","9788949168036","74800","813.7","7,769",
"692","하늘과 바람과 별과 인간 :원자에서 인간까지 ","지은이: 김상욱","바다출판사","2023","","9791166891496","03400","420.04","7,760",
"693","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화","원작: 에그박사 ;그림: 홍종현","Mirae N 아이세움","2021","4","9791168416567","77490","472","7,740",
"694","나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공 ","지은이: 고명환","라곰","2023","","9791189686826","03320","029.4","7,728",
"695","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","4","9791168412132","77810","810","7,727",
"696","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","6","9788950983123","74400","511","7,723",
"697","출동, 고양이 요원 캣스코","박주혜 글 ;홍그림 그림","김영사","2022","1","9788934949688","74810","813.7","7,710",
"697","수상한 이웃집 시노다","도미야스 요코 글 ;송지현 옮김","다산북스","2023","2","9791130642727","74830","833.6","7,710",
"699","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","6","9791197578465","74900","001","7,706",
"700","장군이네 떡집 ","김리리 글 ;이승현 그림","비룡소","2020","","9788949162041","74800","813.7","7,705",
"701","왔구마 :고구마구마","글: 조주희,권고은","킨더랜드","2023","3","9791170820178","74810","813.7","7,702",
"702","홀짝홀짝 호로록 :손소영 그림책 ","글·그림: 손소영","창비","2024","","9788936429126","77810","813.7","7,701",
"702","늪 100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2024","","9788966351985","74830","833.6","7,701",
"704","(읽으면서 바로 써먹는) 어린이 명심보감 ","글·그림: 한날","파란정원","2020","","9791158681791","73710","199","7,699",
"705","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","48","9791164133673","77400","400","7,687",
"706","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","3","9791168411074","77810","810","7,686",
"707","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","39","9791168415621","77400","507.5","7,674",
"708","블랙 쇼맨과 환상의 여자 ","지은이: 히가시노 게이고 ;옮긴이: 최고은","RHK(알에이치코리아)","2023","","9788925576633","03830","833.6","7,669",
"709","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","47","9791164132140","77400","400","7,667",
"710","지하 100층짜리 집 ","글·그림: 이와이 도시오 ;옮긴이: 김숙","북뱅크","2011","","9788989863915","73830","833.6","7,660",
"711","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","6","9791168414860","77810","810","7,635",
"712","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","45","9791162339909","77400","400","7,624",
"713","에그박사의 이건 누구 똥?!","원작: 에그박사 ;그림: 김덕영","Mirae N 아이세움","2022","2","9791168415324","77490","491","7,600",
"714","눈아이 :안녕달 그림책 ","지은이: 안녕달","창비","2021","","9788936455736","77810","813.7","7,599",
"715","(권일용 프로파일러의) 사라진 셜록 홈즈","글: 한주이 ;원작: 아서 코난 도일","아울북(북이십일 아울북)","2023","1","9788950974961","74810","813.7","7,592",
"716","놓지 마 속담 1 - 일상생활","신태훈 (지은이), 나승훈 (그림), 정상은 (감수)","주니어김영사","2023","1","9788934946786","","","7,580",
"716","푸른 사자 와니니 :이현 장편동화","지은이: 이현 ;그린이: 오윤화","창비","2015","280","9788936442804","73810","813.7","7,580",
"718","(나에게 들려주는) 예쁜 말 ","글: 김종원 ;그림: 나래","상상아카데미","2024","","9791193379158","74810","199","7,573",
"718","치유를 파는 찻집 ","모리사와 아키오 지음 ;권하영 옮김","Book Plaza(북플라자)","2023","","9791198385963","03830","833.6","7,573",
"720","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","7","9791168090217","74510","510","7,559",
"720","잘되는 집들의 비밀 =부와 운을 부르는 공간과 삶에 관한 이야기 /Secrets of thriving homes ","정희숙 지음","콘텐츠그룹 포레스트","2023","","9791192625959","03190","595.4","7,559",
"722","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","90","9791169235488","67410","410","7,556",
"723","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","8","9791168090224","74510","510","7,554",
"724","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","5","9788936448608","73810","813.7","7,553",
"725","똥볶이 할멈 6 - 학교 앞은 우리가 지킨다!","강효미 (지은이), 김무연 (그림)","슈크림북","2024","6","9791198511577","","","7,549",
"726","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","31","9791171174164","74900","980.2","7,538",
"727","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","2","9788934989882","77700","714","7,523",
"728","곤충보다 작아진 정브르 :생물 학습 만화","원작: 정브르 ;그림: 강신영","겜툰","2022","1","9791168440258","77490","491","7,514",
"729","달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running ","무라카미 하루키 지음 ;임홍빈 옮김","문학사상","2009","","9788970128337","03830","834","7,513",
"730","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","6","9791193031377","77890","219","7,511",
"731","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","2","9788957072394","74810","813.7","7,504",
"731","토깽이네 지구 구출 대작전","원작: 토깽이네 ;그림: 양선모","위즈덤하우스","2021","1","9791191583212","77470","539","7,504",
"733","어느 날, 노비가 되었다","글: 지은지,그림: 유영근","지학사","2022","2","9791162041321","74810","813.7","7,494",
"734","토깽이네 지구 구출 대작전","원작: 토깽이네 ;그림: 양선모","위즈덤하우스","2021","2","9791168120143","77470","539","7,480",
"735","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","38","9791168414976","77400","507.5","7,460",
"736","나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여 ","이은경 지음","서교책방","2024","","9791198752406","03810","598.125","7,446",
"737","슈퍼 토끼 :유설화 그림책 ","유설화 글·그림","책읽는곰","2020","","9791158361839","77810","813.7","7,438",
"738","100층짜리 집 ","글·그림: 이와이 도시오 ;옮김: 김숙","북뱅크","2009","","9788989863786","73830","833.6","7,436",
"739","곰탕 :김영탁 장편소설 ","지은이: 김영탁","Arte(아르테)","2018","1","9788950973759","04810","813.7","7,426",
"740","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","93","9791169237093","67410","410","7,423",
"741","사라진 것들 :앤드루 포터 소설 ","지은이: 앤드루 포터 ;옮긴이: 민은영","문학동네","2024","","9788954697354","03840","843.6","7,421",
"741","코믹 메이플 스토리 수학도둑 92 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2023","92","9791169236553","","","7,421",
"743","기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업 ","레몬심리 지음 ;박영란 옮김","웅진씽크빅","2020","","9788901243658","03180","181.71","7,415",
"744","트렌드 코리아 2024 :청룡을 타고 비상하는 2024를 기원하며! ","지은이: 김난도,전다현","미래의창","2023","2024","9788959897179","13320","320.911","7,400",
"745","튜브 :손원평 장편소설 ","지은이: 손원평","창비","2022","","9788936434625","03810","813.7","7,398",
"746","고구마구마 ","지은이: 사이다","반달","2017","","9788956187372","77810","813.7","7,391",
"746","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","3","9791197578434","74900","001","7,391",
"748","귀신들의 땅 :천쓰홍 장편 소설 ","지은이: 천쓰홍 ;옮긴이: 김태성","민음사","2023","","9788937454820","03820","823.7","7,377",
"749","우리들의 MBTI 5 : 진로 선택 - 나의 성격을 이해하고 더 멋진 내가 되는","조수연 (지은이), 소윤 (그림)","다산어린이","2023","5","9791130646336","","","7,374",
"750","토깽이네 지구 구출 대작전","원작: 토깽이네 ;그림: 양선모","위즈덤하우스","2023","6","9791168125957","77470","539","7,366",
"750","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","37","9791168412637","77400","507.5","7,366",
"752","꿀벌의 예언 :베르나르 베르베르 장편소설 ","지은이: 베르나르 베르베르 ;옮긴이: 전미연","열린책들","2023","2","9788932923420","04860","863","7,365",
"753","책 먹는 여우의 봄 이야기 ","프란치스카 비어만 글·그림 ;송순섭 옮김","김영사","2024","","9788934937098","73850","853","7,359",
"754","(아홉 살에 시작하는) 똑똑한 초등신문 :경제·사회·세계·과학·환경 최신 뉴스(2022-2023) ","신효원 지음","책장속books(책장속북스)","2023","","9791191836219","73710","717","7,353",
"755","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","91","9791169235723","67410","410","7,350",
"756","스토너 :존 윌리엄스 장편소설 ","지은이: 존 윌리엄스 ;옮긴이: 김승욱","RHK(알에이치코리아)","2015","","9788925554990","03840","843.5","7,347",
"756","내 마음 ㅅㅅㅎ :김지영 그림책 ","글·그림: 김지영","사계절(사계절출판사)","2021","","9791160947250","77810","813.7","7,347",
"758","일류의 조건 ","지은이: 사이토 다카시 ;옮긴이: 정현","필름","2024","","9791193262122","03190","325.211","7,344",
"759","시간 고양이","박미연 글 ;이소연 그림","이지북","2022","4","9788957077627","74810","813.7","7,327",
"760","놓지 마 어휘 :한자어","신태훈,나승훈 글·그림","김영사","2021","3","9788934980056","77700","714","7,318",
"761","가면산장 살인사건 ","지은이: 히가시노 게이고 ;옮긴이: 김난주","재인","2014","","9788990982575","03830","833.6","7,316",
"761","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","94","9791169237703","67410","410","7,316",
"763","(설민석의) 만만 한국사 :재미 만점★효과 만점★한국사 만화 ","글: 설민석,그림: 김덕영","미래엔","2020","1","9791164135912","77910","911","7,295",
"764","피프티 피플 :정세랑 장편소설 ","지은이: 정세랑","창비","2016","","9788936434243","03810","813.7","7,294",
"765","꽃길이 따로 있나, 내 삶이 꽃인 것을 ","오평선 지음","콘텐츠그룹 포레스트","2024","","9791193506394","03810","818","7,291",
"766","아침 그리고 저녁 :욘 포세 장편소설 ","지은이: 욘 포세 ;옮긴이: 박경희","문학동네","2019","","9788954657129","03850","859.82","7,288",
"767","브레드이발소 =Bread barbershop","원작·그림: 몬스터스튜디오","한솔수북","2020","3","9791170287339","77810","813.7","7,279",
"768","토깽이네 지구 구출 대작전","원작: 토깽이네 ;그림: 양선모","위즈덤하우스","2021","5","9791168124561","77470","539","7,268",
"769","돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ","저자: 야쿠마루 가쿠 ;옮긴이: 김성미","Book plaza(북플라자)","2017","","9788998274795","03830","833.6","7,263",
"770","완벽한 계란 후라이 주세요 ","보람 글·그림","길벗어린이","2023","","9788955827071","74810","813.7","7,259",
